,word,count
850,#귀요미들,1
851,#너희주스는없음,1
852,#아이스아메리카노,2
853,#육아일상,1
854,#독박육아,2
855,#자매맘,2
856,#대구맘,1
857,#대구스타그램,1
858,#자매스타그램,5
859,#애스타그램,10
860,#맛집스타그램,9
861,#키즈스타그램,6
862,#속초여행,3
863,#코타키나발루,13
864,#반딧불투어,2
865,#셀스타,12
866,#kotakinabalu,6
867,#selstagram,13
868,#남포,3
869,#쇼핑,24
870,#디뮤지엄,13
871,#홈데코,10
872,#인테리어,30
873,#뷰티,26
874,#먹스타,17
875,#like4like,19
876,#생일상,1
877,#전복소기기미역국,1
878,#미역국,1
879,#늘고마워,1
880,#생일,4
881,#차카게살자,1
882,#순수함,1
883,#birthdayparty,1
884,#쇼핑스타그램,1
885,#먹방스타그램,11
886,#셀기꾼,20
887,#맛있다그램,3
888,#맛팔,3
889,#figurecollector,1
890,#소통스타그램,13
891,#팔로미,14
892,#맞팔선팔,13
893,#선팔로우,7
894,#여수,15
895,#백야도,2
896,#시로,1
897,#00,9
898,#99,4
899,#밴쿠버맘스,1
900,#캐나다맘스,1
901,#밴쿠버일상,1
902,#밴쿠버라이프,1
903,#눈,6
904,#눈스타그램,1
905,#눈세상,1
906,#스키선수,1
907,#가족스냅,1
908,#스키,3
909,#스키장,8
910,#가족사진촬영,1
911,#날씨굿,1
912,#미세먼지,3
913,#날씨맑음,1
914,#밴쿠버겨울,1
915,#풍경스타그램,7
916,#일상생활,2
917,#가족사진,3
918,#풍경사진,6
919,#스키어,1
920,#가족스키,1
921,#ski,1
922,#skiing,1
923,#grousemountain,1
924,#강원도삼척,1
925,#삼척쏠비치,1
926,#전망대,1
927,#장호항,1
928,#팔로우늘리기,7
929,#followforfollowback,10
930,#강릉여행,21
931,#언팔싫어요,8
932,#대전,9
933,#또가고싶다,8
934,#공항,4
935,#청주공항,1
936,#제주공항,3
937,#언젠간,1
938,#다시한번,1
939,#놀러가자,2
940,#펜션,1
941,#나들이,2
942,#셀카그램,19
943,#호루스,1
944,#이집트,1
945,#에드푸신전,1
946,#에드푸,1
947,#edfu,1
948,#templeofedfu,1
949,#horus,1
950,#이집트여행,1
951,#다이어터,2
952,#다이어트식단,2
953,#최애,1
954,#눈바디,1
955,#화이팅,1
956,#홍차,1
957,#스콘,1
958,#스콘맛집,1
959,#햇살맛집,6
960,#티타임,2
961,#대부도,1
962,#겨울,13
963,#향수,1
964,#면세점,1
965,#칼퇴,1
966,#보홀,3
967,#팡라오,1
968,#알로나비치,1
969,#태풍,2
970,#미국여행,13
971,#antelopecanyon,5
972,#앤터로프캐년,3
973,#191226,4
974,#인천미용실,1
975,#부평미용실,1
976,#컷트하면서,1
977,#변신은무죄,1
978,#미용스타그램,1
979,#복구염색,1
980,#saipan,4
981,#숙소앞,1
982,#microbeach,1
983,#trevelstagram,1
984,#healingtime,1
985,#폭풍업뎃죄송,1
986,#우정여행,11
987,#한솔이랑수정이랑,1
988,#여행2일차,1
989,#혼자,3
990,#홀로서기,1
991,#대학생,15
992,#22,2
993,#종강,1
994,#겨울방학,5
995,#전기오토바이,1
